"Granule Name","Platform","Sensor","Beam Mode","Beam Mode Description","Orbit","Path Number","Frame Number","Acquisition Date","Processing Date","Processing Level","Start Time","End Time","Center Lat","Center Lon","Near Start Lat","Near Start Lon","Far Start Lat","Far Start Lon","Near End Lat","Near End Lon","Far End Lat","Far End Lon","Faraday Rotation","Ascending or Descending?","URL","Size (MB)","Off Nadir Angle","Stack Size","Baseline Perp.","Doppler","GroupID"
"S1B_IW_SLC__1SDV_20170308T054859_20170308T054926_004613_0080A8_878A","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4613","37","417","2017-03-08T05:49:26.000000","2017-03-08T05:48:59.000000","SLC","2017-03-08T05:48:59.000000","2017-03-08T05:49:26.000000","52.5009","6.0884","53.088589","8.258837","53.501598","4.380616","51.470943","7.710903","51.880665","3.975329","None","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170308T054859_20170308T054926_004613_0080A8_878A.zip","4393.122122764587","None","None","None","0","S1B_IWDV_0417_0422_004613_037"
"S1B_IW_SLC__1SDV_20170308T054834_20170308T054901_004613_0080A8_0DCD","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4613","37","412","2017-03-08T05:49:01.000000","2017-03-08T05:48:34.000000","SLC","2017-03-08T05:48:34.000000","2017-03-08T05:49:01.000000","53.9845","6.5356","54.568672","8.787286","54.985565","4.765707","52.952728","8.212701","53.365498","4.34657","None","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170308T054834_20170308T054901_004613_0080A8_0DCD.zip","3721.322615623474","None","None","None","0","S1B_IWDV_0412_0417_004613_037"
"S1A_IW_SLC__1SDV_20170307T055825_20170307T055853_015582_0199DD_98AA","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","15582","110","424","2017-03-07T05:58:53.000000","2017-03-07T05:58:25.000000","SLC","2017-03-07T05:58:25.000000","2017-03-07T05:58:53.000000","50.6439","3.4835","51.236904","5.549118","51.642876","1.859655","49.617512","5.031243","50.021141","1.469372","None","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170307T055825_20170307T055853_015582_0199DD_98AA.zip","4562.439969062805","None","None","None","0","S1A_IWDV_0424_0429_015582_110"
"S1A_IW_SLC__1SDV_20170307T055801_20170307T055828_015582_0199DD_ABA3","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","15582","110","419","2017-03-07T05:58:28.000000","2017-03-07T05:58:01.000000","SLC","2017-03-07T05:58:01.000000","2017-03-07T05:58:28.000000","52.1279","3.9101","52.718094","6.048281","53.127113","2.230032","51.100121","5.50748","51.506084","1.827924","None","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170307T055801_20170307T055828_015582_0199DD_ABA3.zip","3994.7217588424683","None","None","None","0","S1A_IWDV_0419_0424_015582_110"
"S1A_IW_SLC__1SDV_20170307T055736_20170307T055803_015582_0199DD_9D32","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","15582","110","414","2017-03-07T05:58:03.000000","2017-03-07T05:57:36.000000","SLC","2017-03-07T05:57:36.000000","2017-03-07T05:58:03.000000","53.6121","4.3517","54.199471","6.568773","54.612061","2.611505","52.58218","6.001901","52.990913","2.195762","None","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170307T055736_20170307T055803_015582_0199DD_9D32.zip","3636.7461099624634","None","None","None","0","S1A_IWDV_0414_0419_015582_110"
"S1B_IW_SLC__1SDV_20170306T171610_20170306T171637_004591_008004_FAA4","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4591","15","172","2017-03-06T17:16:37.000000","2017-03-06T17:16:10.000000","SLC","2017-03-06T17:16:10.000000","2017-03-06T17:16:37.000000","53.5307","7.2808","54.112621","5.060987","52.503803","5.624438","54.527466","9.027088","52.914806","9.440255","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170306T171610_20170306T171637_004591_008004_FAA4.zip","4228.227553367615","None","None","None","0","S1B_IWDV_0172_0177_004591_015"
"S1B_IW_SLC__1SDV_20170306T171545_20170306T171612_004591_008004_A066","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4591","15","167","2017-03-06T17:16:12.000000","2017-03-06T17:15:45.000000","SLC","2017-03-06T17:15:45.000000","2017-03-06T17:16:12.000000","52.0467","7.7227","52.6315","5.581795","51.022015","6.119364","53.042702","9.408607","51.430176","9.808253","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170306T171545_20170306T171612_004591_008004_A066.zip","4576.285676956177","None","None","None","0","S1B_IWDV_0167_0172_004591_015"
"S1A_IW_SLC__1SDV_20170305T172511_20170305T172538_015560_019933_3F55","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","15560","88","173","2017-03-05T17:25:38.000000","2017-03-05T17:25:11.000000","SLC","2017-03-05T17:25:11.000000","2017-03-05T17:25:38.000000","53.8511","5.1233","54.438416","2.908092","52.823437","3.478993","54.849232","6.857838","53.230255","7.276858","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170305T172511_20170305T172538_015560_019933_3F55.zip","3700.8902683258057","None","None","None","0","S1A_IWDV_0173_0178_015560_088"
"S1A_IW_SLC__1SDV_20170305T172446_20170305T172513_015560_019933_EB0D","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","15560","88","168","2017-03-05T17:25:13.000000","2017-03-05T17:24:46.000000","SLC","2017-03-05T17:24:46.000000","2017-03-05T17:25:13.000000","52.3674","5.5685","52.957615","3.43276","51.341694","3.977165","53.364727","7.242683","51.745617","7.647735","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170305T172446_20170305T172513_015560_019933_EB0D.zip","4454.931355476379","None","None","None","0","S1A_IWDV_0168_0173_015560_088"
"S1A_IW_SLC__1SDV_20170305T172421_20170305T172449_015560_019933_7B77","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","15560","88","163","2017-03-05T17:24:49.000000","2017-03-05T17:24:21.000000","SLC","2017-03-05T17:24:21.000000","2017-03-05T17:24:49.000000","50.8834","5.9976","51.47673","3.934664","49.858883","4.455895","51.880749","7.615572","50.260437","8.00859","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170305T172421_20170305T172449_015560_019933_7B77.zip","4643.027472496033","None","None","None","0","S1A_IWDV_0163_0168_015560_088"
"S1B_IW_SLC__1SDV_20170304T173229_20170304T173256_004562_007F2B_4085","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4562","161","170","2017-03-04T17:32:56.000000","2017-03-04T17:32:29.000000","SLC","2017-03-04T17:32:29.000000","2017-03-04T17:32:56.000000","53.0167","3.3264","53.604176","1.170159","51.994831","1.722883","54.009968","5.014934","52.397144","5.424474","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170304T173229_20170304T173256_004562_007F2B_4085.zip","3530.3488578796387","None","None","None","0","S1B_IWDV_0170_0175_004562_161"
"S1B_IW_SLC__1SDV_20170304T173204_20170304T173231_004562_007F2B_6ADC","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4562","161","165","2017-03-04T17:32:31.000000","2017-03-04T17:32:04.000000","SLC","2017-03-04T17:32:04.000000","2017-03-04T17:32:31.000000","51.5325","3.7612","52.122578","1.680022","50.512497","2.208125","52.525135","5.392502","50.912327","5.789067","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170304T173204_20170304T173231_004562_007F2B_6ADC.zip","4245.83522605896","None","None","None","0","S1B_IWDV_0165_0170_004562_161"
"S1B_IW_SLC__1SDV_20170303T054105_20170303T054127_004540_007E86_F874","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4540","139","421","2017-03-03T05:41:27.000000","2017-03-03T05:41:05.000000","SLC","2017-03-03T05:41:05.000000","2017-03-03T05:41:27.000000","51.4587","7.7893","51.891323","9.797642","52.28846","6.133834","50.602188","9.377866","50.997272","5.818069","None","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170303T054105_20170303T054127_004540_007E86_F874.zip","3543.0511436462402","None","None","None","0","S1B_IWDV_0421_0425_004540_139"
"S1B_IW_SLC__1SDV_20170303T054040_20170303T054107_004540_007E86_62DE","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4540","139","416","2017-03-03T05:41:07.000000","2017-03-03T05:40:40.000000","SLC","2017-03-03T05:40:40.000000","2017-03-03T05:41:07.000000","52.7775","8.178","53.37191","10.308939","53.772583","6.512449","51.754505","9.760205","52.151939","6.104609","None","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170303T054040_20170303T054107_004540_007E86_62DE.zip","4504.607000350952","None","None","None","0","S1B_IWDV_0416_0421_004540_139"
"S1A_IW_SLC__1SDV_20170302T055003_20170302T055030_015509_01979D_16B7","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","15509","37","422","2017-03-02T05:50:30.000000","2017-03-02T05:50:03.000000","SLC","2017-03-02T05:50:03.000000","2017-03-02T05:50:30.000000","51.1829","5.691","51.775303","7.779873","52.181686","4.049559","50.156456","7.254201","50.560257","3.655202","None","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170302T055003_20170302T055030_015509_01979D_16B7.zip","4642.931440353394","None","None","None","0","S1A_IWDV_0422_0427_015509_037"
"S1A_IW_SLC__1SDV_20170302T054938_20170302T055005_015509_01979D_B083","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","15509","37","417","2017-03-02T05:50:05.000000","2017-03-02T05:49:38.000000","SLC","2017-03-02T05:49:38.000000","2017-03-02T05:50:05.000000","52.6671","6.1225","53.256264","8.285735","53.665825","4.42351","51.639362","7.736351","52.045605","4.01691","None","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170302T054938_20170302T055005_015509_01979D_B083.zip","4488.451519012451","None","None","None","0","S1A_IWDV_0417_0422_015509_037"
"S1A_IW_SLC__1SDV_20170302T054913_20170302T054940_015509_01979D_87B8","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","15509","37","412","2017-03-02T05:49:40.000000","2017-03-02T05:49:13.000000","SLC","2017-03-02T05:49:13.000000","2017-03-02T05:49:40.000000","54.15","6.571","54.736233","8.815878","55.1497","4.810099","53.11993","8.239205","53.529243","4.389168","None","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170302T054913_20170302T054940_015509_01979D_87B8.zip","3772.7599811553955","None","None","None","0","S1A_IWDV_0412_0417_015509_037"
"S1B_IW_SLC__1SDV_20170301T055741_20170301T055808_004511_007DA6_88C3","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4511","110","423","2017-03-01T05:58:08.000000","2017-03-01T05:57:41.000000","SLC","2017-03-01T05:57:41.000000","2017-03-01T05:58:08.000000","50.808","3.5417","51.39917","5.62798","51.80862","1.899238","49.779491","5.106684","50.186485","1.507643","None","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170301T055741_20170301T055808_004511_007DA6_88C3.zip","4537.349396705627","None","None","None","0","S1B_IWDV_0423_0428_004511_110"
"S1B_IW_SLC__1SDV_20170301T055716_20170301T055743_004511_007DA6_F371","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4511","110","418","2017-03-01T05:57:43.000000","2017-03-01T05:57:16.000000","SLC","2017-03-01T05:57:16.000000","2017-03-01T05:57:43.000000","52.2921","3.9701","52.880348","6.129987","53.292923","2.270626","51.262104","5.585397","51.671494","1.867043","None","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170301T055716_20170301T055743_004511_007DA6_F371.zip","4057.331042289734","None","None","None","0","S1B_IWDV_0418_0423_004511_110"
"S1B_IW_SLC__1SDV_20170301T055651_20170301T055718_004511_007DA6_42E9","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4511","110","413","2017-03-01T05:57:18.000000","2017-03-01T05:56:51.000000","SLC","2017-03-01T05:56:51.000000","2017-03-01T05:57:18.000000","53.7754","4.414","54.360027","6.653728","54.776306","2.653162","52.744076","6.083195","53.156357","2.236161","None","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170301T055651_20170301T055718_004511_007DA6_42E9.zip","3777.377113342285","None","None","None","0","S1B_IWDV_0413_0418_004511_110"
